iter	Passed	Remaining
1738	2417	1928
1739	2418	1926
1740	2420	1925
1741	2421	1923
1742	2422	1922
1743	2424	1920
1744	2425	1919
1745	2426	1917
1746	2427	1916
1747	2429	1915
1748	2430	1913
1749	2431	1912
1750	2433	1910
1751	2434	1909
1752	2435	1907
1753	2437	1906
1754	2438	1904
1755	2439	1903
1756	2440	1901
1757	2442	1900
1758	2443	1898
1759	2444	1897
1760	2446	1896
1761	2447	1894
1762	2448	1893
1763	2450	1891
1764	2451	1890
1765	2452	1889
1766	2454	1887
1767	2455	1886
1768	2456	1884
1769	2458	1883
1770	2459	1881
1771	2460	1880
1772	2462	1878
1773	2463	1877
1774	2464	1875
1775	2466	1874
1776	2467	1873
1777	2468	1871
1778	2470	1870
1779	2471	1868
1780	2472	1867
1781	2474	1866
1782	2475	1864
1783	2476	1863
1784	2478	1861
1785	2479	1860
1786	2480	1858
1787	2481	1857
1788	2483	1855
1789	2484	1854
1790	2485	1852
1791	2489	1853
1792	2490	1851
1793	2491	1849
1794	2492	1848
1795	2493	1846
1796	2495	1845
1797	2496	1843
1798	2497	1842
1799	2499	1841
1800	2500	1839
1801	2502	1838
1802	2503	1836
1803	2504	1835
1804	2505	1833
1805	2506	1832
1806	2508	1830
1807	2509	1829
1808	2510	1827
1809	2512	1826
1810	2513	1825
1811	2514	1823
1812	2516	1822
1813	2517	1820
1814	2518	1819
1815	2520	1817
1816	2521	1816
1817	2522	1815
1818	2524	1813
1819	2525	1812
1820	2527	1811
1821	2528	1809
1822	2529	1808
1823	2531	1806
1824	2532	1805
1825	2533	1803
1826	2535	1802
1827	2536	1800
1828	2537	1799
1829	2538	1798
1830	2540	1796
1831	2541	1795
1832	2542	1793
1833	2544	1792
1834	2545	1790
1835	2546	1789
1836	2548	1787
1837	2549	1786
1838	2550	1785
1839	2551	1783
1840	2553	1782
1841	2554	1780
1842	2556	1779
1843	2557	1777
1844	2558	1776
1845	2559	1774
1846	2561	1773
1847	2562	1772
1848	2563	1770
1849	2564	1769
1850	2566	1767
1851	2567	1766
1852	2568	1764
1853	2570	1763
1854	2571	1761
1855	2572	1760
1856	2574	1759
1857	2575	1757
1858	2576	1756
1859	2578	1754
1860	2579	1753
1861	2580	1751
1862	2582	1750
1863	2583	1748
1864	2584	1747
1865	2585	1746
1866	2587	1744
1867	2588	1743
1868	2589	1741
1869	2590	1740
1870	2592	1739
1871	2594	1737
1872	2595	1736
1873	2596	1734
1874	2598	1733
1875	2599	1732
1876	2601	1730
1877	2602	1729
1878	2603	1727
1879	2605	1726
1880	2606	1725
1881	2607	1723
1882	2609	1722
1883	2610	1720
1884	2611	1719
1885	2613	1718
1886	2614	1716
1887	2615	1715
1888	2617	1713
1889	2618	1712
1890	2619	1710
1891	2621	1709
1892	2622	1708
1893	2623	1706
1894	2624	1705
1895	2626	1703
1896	2627	1702
1897	2628	1700
1898	2630	1699
1899	2631	1698
1900	2632	1696
1901	2634	1695
1902	2635	1693
1903	2636	1692
1904	2638	1690
1905	2639	1689
1906	2640	1687
1907	2641	1686
1908	2643	1685
1909	2644	1683
1910	2645	1682
1911	2646	1680
1912	2648	1679
1913	2649	1677
1914	2650	1676
1915	2652	1675
1916	2653	1673
1917	2655	1672
1918	2656	1670
1919	2657	1669
1920	2659	1668
1921	2660	1666
1922	2661	1665
1923	2663	1663
1924	2664	1662
1925	2665	1660
1926	2666	1659
1927	2668	1658
1928	2669	1656
1929	2670	1655
1930	2672	1653
1931	2673	1652
1932	2675	1651
1933	2676	1649
1934	2678	1648
1935	2679	1646
1936	2680	1645
1937	2682	1644
1938	2683	1642
1939	2684	1641
1940	2685	1639
1941	2687	1638
1942	2688	1637
1943	2689	1635
1944	2691	1634
1945	2692	1632
1946	2694	1631
1947	2695	1630
1948	2696	1628
1949	2698	1627
1950	2699	1625
1951	2700	1624
1952	2702	1623
1953	2703	1621
1954	2705	1620
1955	2707	1619
1956	2708	1618
1957	2710	1616
1958	2711	1615
1959	2713	1614
1960	2714	1612
1961	2715	1611
1962	2717	1610
1963	2718	1608
1964	2720	1607
1965	2721	1606
1966	2723	1604
1967	2725	1603
1968	2726	1602
1969	2727	1600
1970	2729	1599
1971	2732	1598
1972	2733	1597
1973	2735	1596
1974	2736	1594
1975	2738	1593
1976	2740	1592
1977	2741	1591
1978	2743	1589
1979	2744	1588
1980	2746	1587
1981	2747	1585
1982	2748	1584
1983	2750	1583
1984	2752	1581
1985	2753	1580
1986	2754	1579
1987	2756	1577
1988	2757	1576
1989	2759	1575
1990	2760	1573
1991	2761	1572
1992	2763	1570
1993	2765	1569
1994	2766	1568
1995	2767	1567
1996	2769	1565
1997	2771	1564
1998	2772	1563
1999	2773	1561
2000	2775	1560
2001	2777	1559
2002	2778	1557
2003	2779	1556
2004	2781	1555
2005	2782	1553
2006	2784	1552
2007	2785	1550
2008	2786	1549
2009	2788	1548
2010	2790	1546
2011	2791	1545
2012	2792	1544
2013	2794	1542
2014	2796	1541
2015	2798	1540
2016	2800	1539
2017	2801	1538
2018	2803	1536
2019	2804	1535
2020	2805	1534
2021	2807	1532
2022	2808	1531
2023	2810	1530
2024	2811	1528
2025	2812	1527
2026	2814	1525
2027	2815	1524
2028	2817	1523
2029	2818	1521
2030	2820	1520
2031	2821	1519
2032	2823	1517
2033	2824	1516
2034	2826	1515
2035	2827	1513
2036	2829	1512
2037	2830	1511
2038	2831	1509
2039	2833	1508
2040	2835	1507
2041	2836	1505
2042	2838	1504
2043	2839	1503
2044	2841	1502
2045	2842	1500
2046	2844	1499
2047	2845	1497
2048	2847	1496
2049	2849	1495
2050	2851	1494
2051	2852	1493
2052	2854	1491
2053	2856	1490
2054	2857	1489
2055	2858	1487
2056	2860	1486
2057	2862	1485
2058	2863	1484
2059	2865	1482
2060	2867	1481
2061	2868	1480
2062	2870	1478
2063	2871	1477
2064	2872	1476
2065	2874	1474
2066	2875	1473
2067	2876	1471
2068	2878	1470
2069	2880	1469
2070	2881	1468
2071	2883	1466
2072	2884	1465
2073	2886	1464
2074	2887	1462
2075	2889	1461
2076	2890	1459
2077	2892	1458
2078	2893	1457
2079	2895	1456
2080	2896	1454
2081	2897	1453
2082	2900	1452
2083	2901	1450
2084	2902	1449
2085	2904	1447
2086	2905	1446
2087	2907	1445
2088	2908	1443
2089	2910	1442
2090	2911	1441
2091	2913	1439
2092	2914	1438
2093	2916	1437
2094	2917	1435
2095	2919	1434
2096	2920	1433
2097	2921	1431
2098	2923	1430
2099	2924	1428
2100	2925	1427
2101	2927	1426
2102	2928	1424
2103	2929	1423
2104	2931	1421
2105	2932	1420
2106	2933	1418
2107	2935	1417
2108	2936	1416
2109	2937	1414
2110	2939	1413
2111	2941	1412
2112	2942	1410
2113	2944	1409
2114	2945	1408
2115	2947	1406
2116	2948	1405
2117	2950	1403
2118	2951	1402
2119	2952	1401
2120	2954	1399
2121	2955	1398
2122	2956	1396
2123	2958	1395
2124	2959	1394
2125	2961	1392
2126	2962	1391
2127	2963	1390
2128	2965	1388
2129	2966	1387
2130	2967	1385
2131	2969	1384
2132	2971	1383
2133	2972	1381
2134	2974	1380
2135	2975	1379
2136	2976	1377
2137	2978	1376
2138	2979	1375
2139	2981	1373
2140	2982	1372
2141	2983	1370
2142	2985	1369
2143	2986	1367
2144	2988	1366
2145	2989	1365
2146	2990	1363
2147	2992	1362
2148	2993	1360
2149	2995	1359
2150	2996	1358
2151	2998	1357
2152	3000	1355
2153	3001	1354
2154	3002	1352
2155	3004	1351
2156	3005	1350
2157	3007	1348
2158	3008	1347
2159	3009	1346
2160	3011	1344
2161	3012	1343
2162	3014	1342
2163	3015	1340
2164	3017	1339
2165	3018	1337
2166	3020	1336
2167	3021	1335
2168	3023	1333
2169	3024	1332
2170	3026	1331
2171	3027	1329
2172	3028	1328
2173	3030	1326
2174	3031	1325
2175	3032	1324
2176	3034	1322
2177	3035	1321
2178	3037	1319
2179	3038	1318
2180	3039	1317
2181	3041	1315
2182	3042	1314
2183	3044	1313
2184	3045	1311
2185	3047	1310
2186	3048	1308
2187	3049	1307
2188	3051	1306
2189	3052	1304
2190	3054	1303
2191	3055	1301
2192	3056	1300
2193	3058	1299
2194	3059	1297
2195	3060	1296
2196	3062	1295
2197	3064	1293
2198	3065	1292
2199	3066	1290
2200	3068	1289
2201	3069	1287
2202	3070	1286
2203	3072	1285
2204	3073	1283
2205	3075	1282
2206	3076	1281
2207	3078	1280
2208	3080	1278
2209	3081	1277
2210	3083	1275
2211	3084	1274
2212	3085	1273
2213	3087	1271
2214	3088	1270
2215	3089	1268
2216	3091	1267
2217	3092	1266
2218	3094	1264
2219	3095	1263
2220	3097	1262
2221	3098	1260
2222	3099	1259
2223	3101	1257
2224	3103	1256
2225	3105	1255
2226	3106	1254
2227	3108	1252
2228	3109	1251
2229	3111	1250
2230	3112	1248
2231	3113	1247
2232	3115	1245
2233	3116	1244
2234	3118	1243
2235	3119	1241
2236	3120	1240
2237	3122	1238
2238	3123	1237
2239	3125	1236
2240	3126	1234
2241	3128	1233
2242	3129	1232
2243	3131	1230
2244	3132	1229
2245	3134	1227
2246	3136	1226
2247	3137	1225
2248	3139	1224
2249	3140	1222
2250	3141	1221
2251	3143	1219
2252	3144	1218
2253	3146	1217
2254	3147	1215
2255	3148	1214
2256	3149	1212
2257	3151	1211
2258	3152	1209
2259	3153	1208
2260	3155	1207
2261	3156	1205
2262	3157	1204
2263	3159	1202
2264	3160	1201
2265	3161	1199
2266	3163	1198
2267	3165	1197
2268	3166	1195
2269	3167	1194
2270	3169	1193
2271	3170	1191
2272	3171	1190
2273	3173	1188
2274	3174	1187
2275	3175	1186
2276	3177	1184
2277	3178	1183
2278	3180	1181
2279	3181	1180
2280	3183	1179
2281	3184	1177
2282	3185	1176
2283	3187	1175
2284	3189	1173
2285	3190	1172
2286	3192	1171
2287	3193	1169
2288	3195	1168
2289	3196	1166
2290	3197	1165
2291	3199	1164
2292	3200	1162
2293	3202	1161
2294	3203	1159
2295	3205	1158
2296	3206	1157
2297	3207	1155
2298	3209	1154
2299	3210	1153
2300	3211	1151
2301	3213	1150
2302	3215	1148
2303	3216	1147
2304	3218	1146
2305	3219	1144
2306	3221	1143
2307	3222	1142
2308	3223	1140
2309	3225	1139
2310	3226	1137
2311	3227	1136
2312	3229	1135
2313	3230	1133
2314	3231	1132
2315	3233	1130
2316	3235	1129
2317	3236	1128
2318	3237	1126
2319	3239	1125
2320	3240	1123
2321	3242	1122
2322	3243	1121
2323	3245	1119
2324	3246	1118
2325	3247	1117
2326	3249	1115
2327	3250	1114
2328	3251	1112
2329	3253	1111
2330	3254	1110
2331	3256	1108
2332	3257	1107
2333	3258	1105
2334	3260	1104
2335	3261	1102
2336	3262	1101
2337	3264	1100
2338	3265	1098
2339	3267	1097
2340	3268	1096
2341	3270	1094
2342	3271	1093
2343	3272	1091
2344	3274	1090
2345	3276	1089
2346	3278	1088
2347	3279	1086
2348	3281	1085
2349	3282	1083
2350	3283	1082
2351	3285	1081
2352	3286	1079
2353	3287	1078
2354	3289	1076
2355	3290	1075
2356	3292	1074
2357	3293	1072
2358	3295	1071
2359	3296	1069
2360	3297	1068
2361	3299	1067
2362	3300	1065
2363	3301	1064
2364	3302	1062
2365	3304	1061
2366	3305	1059
2367	3307	1058
2368	3308	1057
2369	3309	1055
2370	3310	1054
2371	3312	1052
2372	3313	1051
2373	3314	1050
2374	3316	1048
2375	3317	1047
2376	3318	1045
2377	3320	1044
2378	3321	1042
2379	3322	1041
2380	3323	1040
2381	3325	1038
2382	3326	1037
2383	3328	1035
2384	3329	1034
2385	3330	1032
2386	3332	1031
2387	3333	1030
2388	3334	1028
2389	3336	1027
2390	3337	1025
2391	3338	1024
2392	3340	1023
2393	3341	1021
2394	3342	1020
2395	3344	1018
2396	3345	1017
2397	3346	1016
2398	3348	1014
2399	3349	1013
2400	3351	1011
2401	3352	1010
2402	3353	1009
2403	3355	1007
2404	3356	1006
2405	3357	1004
2406	3359	1003
2407	3360	1002
2408	3361	1000
2409	3363	999
2410	3364	997
2411	3366	996
2412	3367	994
2413	3368	993
2414	3369	992
2415	3371	990
2416	3372	989
2417	3373	987
2418	3375	986
2419	3376	985
2420	3378	983
2421	3379	982
2422	3380	980
2423	3382	979
2424	3383	978
2425	3385	976
2426	3386	975
2427	3388	974
2428	3389	972
2429	3390	971
2430	3392	969
2431	3393	968
2432	3394	966
2433	3396	965
2434	3397	964
2435	3399	962
2436	3400	961
2437	3401	959
2438	3403	958
2439	3404	957
2440	3406	955
2441	3407	954
2442	3408	952
2443	3409	951
2444	3411	950
2445	3412	948
2446	3413	947
2447	3415	945
2448	3416	944
2449	3417	943
2450	3419	941
2451	3420	940
2452	3421	938
2453	3422	937
2454	3424	935
2455	3425	934
2456	3426	933
2457	3428	931
2458	3429	930
2459	3430	928
2460	3431	927
2461	3433	925
2462	3434	924
2463	3436	923
2464	3437	921
2465	3438	920
2466	3439	918
2467	3441	917
2468	3442	916
2469	3443	914
2470	3445	913
2471	3446	911
2472	3447	910
2473	3449	909
2474	3450	907
2475	3452	906
2476	3453	904
2477	3454	903
2478	3456	902
2479	3457	900
2480	3458	899
2481	3459	897
2482	3461	896
2483	3462	895
2484	3464	893
2485	3465	892
2486	3466	890
2487	3468	889
2488	3469	888
2489	3471	886
2490	3472	885
2491	3473	883
2492	3475	882
2493	3476	880
2494	3477	879
2495	3479	878
2496	3480	876
2497	3481	875
2498	3483	873
2499	3484	872
2500	3485	871
2501	3487	869
2502	3488	868
2503	3490	866
2504	3491	865
2505	3492	864
2506	3494	862
2507	3495	861
2508	3497	859
2509	3498	858
2510	3499	857
2511	3500	855
2512	3501	854
2513	3503	852
2514	3504	851
2515	3505	849
2516	3507	848
2517	3508	847
2518	3509	845
2519	3511	844
2520	3512	842
2521	3514	841
2522	3515	840
2523	3516	838
2524	3518	837
2525	3519	835
2526	3520	834
2527	3521	833
2528	3523	831
2529	3524	830
2530	3525	828
2531	3527	827
2532	3528	826
2533	3529	824
2534	3530	823
2535	3532	821
2536	3533	820
2537	3534	818
2538	3535	817
2539	3537	816
2540	3538	814
2541	3540	813
2542	3541	811
2543	3542	810
2544	3544	809
2545	3545	807
2546	3546	806
2547	3547	804
2548	3549	803
2549	3550	801
2550	3551	800
2551	3552	799
2552	3554	797
2553	3555	796
2554	3556	794
2555	3557	793
2556	3559	791
2557	3560	790
2558	3561	789
2559	3562	787
2560	3564	786
2561	3565	784
2562	3567	783
2563	3568	782
2564	3569	780
2565	3571	779
2566	3572	777
2567	3574	776
2568	3575	775
2569	3576	773
2570	3577	772
2571	3579	770
2572	3580	769
2573	3582	768
2574	3583	766
2575	3584	765
2576	3586	764
2577	3587	762
2578	3589	761
2579	3590	759
2580	3591	758
2581	3593	757
2582	3594	755
2583	3596	754
2584	3597	752
2585	3599	751
2586	3600	750
2587	3601	748
2588	3602	747
2589	3604	745
2590	3605	744
2591	3606	743
2592	3608	741
2593	3609	740
2594	3610	738
2595	3612	737
2596	3613	736
2597	3615	734
2598	3616	733
2599	3617	731
2600	3619	730
2601	3620	729
2602	3622	727
2603	3623	726
2604	3624	724
2605	3626	723
2606	3627	722
2607	3628	720
2608	3630	719
2609	3631	717
2610	3632	716
2611	3634	715
2612	3635	713
2613	3636	712
2614	3638	710
2615	3639	709
2616	3640	708
2617	3641	706
2618	3643	705
2619	3644	703
2620	3645	702
2621	3647	701
2622	3648	699
2623	3650	698
2624	3651	696
2625	3652	695
2626	3654	694
2627	3655	692
2628	3656	691
2629	3658	689
2630	3659	688
2631	3660	687
2632	3661	685
2633	3663	684
2634	3664	682
2635	3665	681
2636	3667	680
2637	3668	678
2638	3669	677
2639	3670	675
2640	3672	674
2641	3673	672
2642	3674	671
2643	3676	670
2644	3677	668
2645	3679	667
2646	3680	666
2647	3682	664
2648	3683	663
2649	3684	661
2650	3685	660
2651	3687	659
2652	3688	657
2653	3690	656
2654	3691	654
2655	3692	653
2656	3693	652
2657	3695	650
2658	3696	649
2659	3698	647
2660	3699	646
2661	3700	645
2662	3702	643
2663	3703	642
2664	3704	640
2665	3706	639
2666	3707	638
2667	3708	636
2668	3710	635
2669	3711	633
2670	3712	632
2671	3714	631
2672	3715	629
2673	3716	628
2674	3717	626
2675	3719	625
2676	3720	624
2677	3722	622
2678	3723	621
2679	3724	619
2680	3726	618
2681	3727	617
2682	3729	615
2683	3730	614
2684	3731	612
2685	3733	611
2686	3734	610
2687	3735	608
2688	3736	607
2689	3738	605
2690	3739	604
2691	3740	603
2692	3742	601
2693	3743	600
2694	3744	598
2695	3745	597
2696	3747	596
2697	3748	594
2698	3749	593
2699	3751	591
2700	3753	590
2701	3754	589
2702	3755	587
2703	3756	586
2704	3758	584
2705	3759	583
2706	3760	582
2707	3761	580
2708	3763	579
2709	3764	577
2710	3765	576
2711	3767	575
2712	3768	573
2713	3769	572
2714	3771	570
2715	3772	569
2716	3773	568
2717	3775	566
2718	3776	565
2719	3778	563
2720	3779	562
2721	3781	561
2722	3783	559
2723	3784	558
2724	3786	557
2725	3787	555
2726	3788	554
2727	3790	552
2728	3791	551
2729	3793	550
2730	3794	548
2731	3795	547
2732	3797	546
2733	3798	544
2734	3799	543
2735	3801	541
2736	3802	540
2737	3803	539
2738	3805	537
2739	3806	536
2740	3807	534
2741	3808	533
2742	3810	532
2743	3811	530
2744	3812	529
2745	3814	527
2746	3815	526
2747	3816	524
2748	3817	523
2749	3818	522
2750	3820	520
2751	3821	519
2752	3822	517
2753	3824	516
2754	3825	515
2755	3826	513
2756	3828	512
2757	3829	511
2758	3831	509
2759	3832	508
2760	3833	506
2761	3835	505
2762	3836	504
2763	3837	502
2764	3839	501
2765	3840	499
2766	3841	498
2767	3843	497
2768	3844	495
2769	3846	494
2770	3847	492
2771	3848	491
2772	3849	490
2773	3851	488
2774	3852	487
2775	3854	485
2776	3855	484
2777	3857	483
2778	3858	481
2779	3859	480
2780	3861	478
2781	3862	477
2782	3863	476
2783	3865	474
2784	3866	473
2785	3867	472
2786	3869	470
2787	3870	469
2788	3872	467
2789	3873	466
2790	3874	465
2791	3876	463
2792	3877	462
2793	3878	460
2794	3880	459
2795	3881	458
2796	3882	456
2797	3884	455
2798	3885	453
2799	3887	452
2800	3888	451
2801	3889	449
2802	3890	448
2803	3892	446
2804	3893	445
2805	3894	444
2806	3896	442
2807	3897	441
2808	3899	440
2809	3900	438
2810	3901	437
2811	3903	435
2812	3904	434
2813	3906	433
2814	3907	431
2815	3908	430
2816	3910	428
2817	3911	427
2818	3912	426
2819	3914	424
2820	3915	423
2821	3916	421
2822	3918	420
2823	3919	419
2824	3921	417
2825	3922	416
2826	3923	414
2827	3925	413
2828	3926	412
2829	3928	410
2830	3929	409
2831	3930	408
2832	3932	406
2833	3933	405
2834	3935	403
2835	3936	402
2836	3938	401
2837	3939	399
2838	3940	398
2839	3942	397
2840	3943	395
2841	3944	394
2842	3946	392
2843	3947	391
2844	3948	390
2845	3950	388
2846	3951	387
2847	3952	385
2848	3954	384
2849	3955	383
2850	3956	381
2851	3958	380
2852	3959	378
2853	3960	377
2854	3962	376
2855	3963	374
2856	3965	373
2857	3966	371
2858	3968	370
2859	3969	369
2860	3971	367
2861	3972	366
2862	3973	365
2863	3975	363
2864	3976	362
2865	3978	360
2866	3979	359
2867	3980	358
2868	3981	356
2869	3983	355
2870	3984	353
2871	3985	352
2872	3987	351
2873	3988	349
2874	3990	348
2875	3991	346
2876	3993	345
2877	3994	344
2878	3996	342
2879	3997	341
2880	3999	340
2881	4000	338
2882	4002	337
2883	4003	335
2884	4005	334
2885	4006	333
2886	4008	331
2887	4009	330
2888	4010	329
2889	4012	327
2890	4013	326
2891	4014	324
2892	4016	323
2893	4017	322
2894	4019	320
2895	4020	319
2896	4021	317
2897	4023	316
2898	4024	315
2899	4026	313
2900	4027	312
2901	4028	310
2902	4030	309
2903	4031	308
2904	4033	306
2905	4034	305
2906	4036	304
2907	4037	302
2908	4039	301
2909	4040	299
2910	4042	298
2911	4043	297
2912	4045	295
2913	4046	294
2914	4047	293
2915	4049	291
2916	4051	290
2917	4052	288
2918	4053	287
2919	4055	286
2920	4056	284
2921	4057	283
2922	4059	281
2923	4060	280
2924	4062	279
2925	4064	277
2926	4065	276
2927	4066	275
2928	4068	273
2929	4069	272
2930	4071	270
2931	4072	269
2932	4074	268
2933	4075	266
2934	4077	265
2935	4078	263
2936	4080	262
2937	4096	262
2938	4097	260
2939	4099	259
2940	4100	257
2941	4102	256
2942	4103	255
2943	4104	253
2944	4106	252
2945	4107	250
2946	4109	249
2947	4110	248
2948	4111	246
2949	4113	245
2950	4114	244
2951	4116	242
2952	4117	241
2953	4119	239
2954	4120	238
2955	4121	237
2956	4123	235
2957	4124	234
2958	4125	232
2959	4127	231
2960	4128	230
2961	4129	228
2962	4131	227
2963	4132	225
2964	4133	224
2965	4135	223
2966	4136	221
2967	4138	220
2968	4139	218
2969	4140	217
2970	4142	216
2971	4143	214
2972	4145	213
2973	4146	211
2974	4147	210
2975	4149	209
2976	4151	207
2977	4152	206
2978	4154	204
2979	4155	203
2980	4156	202
2981	4158	200
2982	4159	199
2983	4160	198
2984	4162	196
2985	4164	195
2986	4166	193
2987	4167	192
2988	4169	191
2989	4170	189
2990	4172	188
2991	4173	186
2992	4174	185
2993	4176	184
2994	4177	182
2995	4179	181
2996	4180	179
2997	4181	178
2998	4183	177
2999	4184	175
3000	4186	174
3001	4187	172
3002	4189	171
3003	4190	170
3004	4191	168
3005	4193	167
3006	4194	165
3007	4195	164
3008	4197	163
3009	4199	161
3010	4200	160
3011	4202	159
3012	4204	157
3013	4205	156
3014	4206	154
3015	4208	153
3016	4210	152
3017	4211	150
3018	4212	149
3019	4213	147
3020	4215	146
3021	4217	145
3022	4218	143
3023	4219	142
3024	4221	140
3025	4222	139
3026	4224	138
3027	4226	136
3028	4227	135
3029	4229	133
3030	4230	132
3031	4231	131
3032	4232	129
3033	4234	128
3034	4235	127
3035	4237	125
3036	4238	124
3037	4239	122
3038	4240	121
3039	4242	120
3040	4243	118
3041	4244	117
3042	4246	115
3043	4247	114
3044	4249	113
3045	4250	111
3046	4251	110
3047	4253	108
3048	4254	107
3049	4256	106
3050	4257	104
3051	4258	103
3052	4260	101
3053	4261	100
3054	4263	99
3055	4264	97
3056	4266	96
3057	4267	94
3058	4268	93
3059	4270	92
3060	4271	90
3061	4272	89
3062	4274	87
3063	4275	86
3064	4277	85
3065	4278	83
3066	4279	82
3067	4280	80
3068	4282	79
3069	4284	78
3070	4285	76
3071	4286	75
3072	4288	73
3073	4289	72
3074	4290	71
3075	4292	69
3076	4293	68
3077	4294	66
3078	4296	65
3079	4297	64
3080	4298	62
3081	4299	61
3082	4301	59
3083	4302	58
3084	4304	57
3085	4305	55
3086	4306	54
3087	4308	53
3088	4309	51
3089	4310	50
3090	4312	48
3091	4313	47
3092	4315	46
3093	4316	44
3094	4317	43
3095	4318	41
3096	4320	40
3097	4321	39
3098	4322	37
3099	4324	36
3100	4326	34
3101	4327	33
3102	4329	32
3103	4330	30
3104	4331	29
3105	4333	27
3106	4334	26
3107	4335	25
3108	4337	23
3109	4338	22
3110	4340	20
3111	4342	19
3112	4343	18
3113	4344	16
3114	4346	15
3115	4347	13
3116	4349	12
3117	4350	11
3118	4351	9
3119	4352	8
3120	4354	6
3121	4355	5
3122	4356	4
3123	4358	2
3124	4359	1
3125	4361	0
