iter	Passed	Remaining
455	678	3970
456	679	3969
457	681	3970
458	682	3968
459	684	3966
460	685	3965
461	687	3964
462	688	3962
463	690	3959
464	691	3956
465	692	3953
466	694	3951
467	695	3949
468	696	3946
469	697	3944
470	699	3941
471	701	3941
472	702	3940
473	704	3940
474	705	3940
475	707	3938
476	709	3937
477	710	3935
478	711	3932
479	712	3930
480	714	3927
481	715	3925
482	717	3924
483	718	3922
484	719	3919
485	721	3917
486	722	3916
487	723	3913
488	725	3910
489	726	3908
490	727	3906
491	729	3904
492	730	3902
493	732	3901
494	733	3899
495	735	3897
496	736	3895
497	737	3893
498	739	3891
499	740	3889
500	741	3887
501	743	3886
502	744	3883
503	746	3881
504	747	3879
505	748	3876
506	750	3874
507	751	3872
508	752	3871
509	754	3869
510	755	3867
511	757	3865
512	758	3864
513	760	3862
514	761	3860
515	762	3858
516	764	3857
517	765	3854
518	766	3852
519	768	3850
520	769	3847
521	770	3845
522	772	3843
523	773	3841
524	774	3838
525	776	3836
526	777	3834
527	778	3832
528	780	3830
529	781	3828
530	782	3826
531	784	3824
532	785	3822
533	787	3821
534	788	3819
535	790	3817
536	791	3815
537	792	3813
538	794	3811
539	795	3809
540	796	3806
541	798	3805
542	799	3802
543	800	3800
544	802	3798
545	803	3796
546	804	3793
547	806	3792
548	807	3790
549	808	3788
550	810	3787
551	811	3785
552	813	3782
553	814	3780
554	815	3778
555	816	3775
556	818	3773
557	819	3771
558	820	3769
559	822	3766
560	823	3764
561	824	3762
562	825	3759
563	827	3757
564	828	3755
565	829	3753
566	831	3750
567	832	3748
568	833	3746
569	835	3744
570	836	3742
571	837	3740
572	839	3739
573	840	3737
574	841	3735
575	843	3733
576	844	3732
577	846	3730
578	847	3729
579	849	3727
580	850	3725
581	851	3723
582	853	3721
583	854	3718
584	855	3716
585	856	3714
586	858	3711
587	859	3710
588	861	3709
589	862	3707
590	863	3705
591	865	3704
592	866	3702
593	868	3700
594	869	3698
595	870	3696
596	872	3694
597	873	3692
598	874	3690
599	876	3688
600	877	3687
601	878	3685
602	880	3683
603	881	3681
604	882	3678
605	884	3676
606	885	3675
607	887	3674
608	888	3673
609	890	3671
610	891	3669
611	892	3667
612	894	3665
613	895	3663
614	896	3661
615	898	3659
616	899	3657
617	900	3656
618	902	3654
619	903	3653
620	905	3652
621	906	3651
622	908	3649
623	910	3649
624	911	3648
625	913	3648
626	915	3648
627	916	3646
628	918	3645
629	919	3644
630	921	3642
631	922	3641
632	924	3639
633	925	3638
634	927	3637
635	928	3635
636	930	3634
637	931	3634
638	933	3632
639	934	3631
640	936	3630
641	938	3629
642	939	3628
643	941	3627
644	942	3625
645	944	3624
646	945	3623
647	947	3622
648	948	3621
649	950	3619
650	951	3617
651	952	3615
652	954	3614
653	955	3612
654	957	3612
655	959	3611
656	960	3610
657	962	3608
658	963	3608
659	965	3606
660	966	3604
661	968	3603
662	969	3602
663	971	3601
664	972	3600
665	974	3599
666	976	3599
667	978	3600
668	980	3600
669	982	3599
670	983	3599
671	985	3597
672	986	3596
673	988	3595
674	989	3593
675	991	3592
676	992	3591
677	994	3589
678	995	3588
679	997	3587
680	998	3586
681	1000	3584
682	1001	3583
683	1003	3583
684	1005	3582
685	1006	3580
686	1008	3579
687	1009	3577
688	1010	3575
689	1012	3574
690	1013	3572
691	1015	3570
692	1016	3568
693	1017	3567
694	1019	3565
695	1020	3564
696	1022	3562
697	1023	3560
698	1024	3558
699	1026	3556
700	1027	3554
701	1028	3552
702	1030	3551
703	1031	3550
704	1033	3548
705	1034	3546
706	1036	3544
707	1037	3543
708	1038	3540
709	1039	3538
710	1041	3536
711	1042	3534
712	1044	3533
713	1045	3531
714	1046	3529
715	1048	3527
716	1049	3525
717	1050	3523
718	1051	3521
719	1053	3518
720	1054	3516
721	1055	3514
722	1056	3512
723	1058	3510
724	1059	3508
725	1061	3507
726	1062	3505
727	1063	3504
728	1065	3502
729	1066	3500
730	1067	3498
731	1069	3496
732	1070	3494
733	1071	3492
734	1073	3490
735	1074	3488
736	1075	3486
737	1076	3484
738	1078	3482
739	1079	3480
740	1080	3478
741	1082	3476
742	1083	3475
743	1084	3473
744	1086	3471
745	1087	3469
746	1088	3467
747	1090	3465
748	1091	3463
749	1092	3461
750	1094	3460
751	1095	3458
752	1097	3457
753	1098	3455
754	1099	3453
755	1100	3451
756	1102	3449
757	1103	3448
758	1105	3446
759	1106	3444
760	1107	3442
761	1109	3441
762	1110	3439
763	1111	3437
764	1113	3436
765	1114	3434
766	1116	3432
767	1117	3430
768	1118	3428
769	1119	3426
770	1121	3424
771	1122	3422
772	1123	3420
773	1125	3418
774	1126	3417
775	1127	3415
776	1128	3413
777	1130	3411
778	1131	3410
779	1133	3408
780	1134	3406
781	1135	3404
782	1137	3402
783	1138	3401
784	1140	3399
785	1141	3398
786	1143	3397
787	1144	3395
788	1145	3393
789	1146	3391
790	1148	3389
791	1149	3387
792	1150	3385
793	1152	3383
794	1153	3382
795	1154	3380
796	1156	3378
797	1157	3377
798	1158	3375
799	1160	3373
800	1161	3371
801	1163	3370
802	1164	3368
803	1165	3366
804	1167	3365
805	1168	3364
806	1170	3362
807	1171	3361
808	1172	3359
809	1174	3358
810	1175	3356
811	1177	3354
812	1178	3351
813	1179	3349
814	1181	3349
815	1182	3347
816	1183	3345
817	1185	3343
818	1186	3341
819	1187	3339
820	1188	3337
821	1190	3336
822	1191	3334
823	1192	3332
824	1194	3330
825	1195	3328
826	1196	3326
827	1198	3325
828	1199	3324
829	1200	3322
830	1202	3320
831	1203	3318
832	1205	3317
833	1206	3315
834	1207	3313
835	1209	3311
836	1210	3309
837	1211	3308
838	1212	3306
839	1214	3304
840	1215	3303
841	1217	3301
842	1218	3300
843	1219	3298
844	1221	3297
845	1223	3296
846	1224	3294
847	1225	3293
848	1227	3291
849	1228	3289
850	1229	3287
851	1231	3286
852	1232	3285
853	1234	3283
854	1235	3281
855	1237	3280
856	1238	3278
857	1239	3277
858	1241	3275
859	1242	3273
860	1243	3272
861	1245	3270
862	1246	3268
863	1248	3267
864	1249	3265
865	1250	3263
866	1252	3262
867	1253	3260
868	1254	3258
869	1255	3256
870	1257	3255
871	1258	3253
872	1259	3251
873	1261	3250
874	1262	3248
875	1264	3246
876	1265	3244
877	1266	3243
878	1267	3241
879	1269	3239
880	1270	3238
881	1272	3236
882	1273	3234
883	1274	3232
884	1276	3231
885	1277	3229
886	1279	3228
887	1280	3227
888	1281	3225
889	1283	3224
890	1284	3222
891	1286	3220
892	1287	3219
893	1288	3217
894	1289	3215
895	1291	3213
896	1292	3211
897	1293	3209
898	1294	3207
899	1296	3205
900	1297	3203
901	1298	3202
902	1300	3201
903	1301	3199
904	1303	3198
905	1304	3197
906	1306	3195
907	1307	3193
908	1308	3191
909	1310	3190
910	1311	3188
911	1312	3186
912	1314	3185
913	1315	3183
914	1316	3181
915	1318	3180
916	1319	3178
917	1320	3176
918	1322	3174
919	1323	3173
920	1324	3172
921	1326	3170
922	1327	3168
923	1328	3166
924	1330	3164
925	1331	3162
926	1332	3161
927	1334	3159
928	1335	3158
929	1336	3156
930	1338	3154
931	1339	3153
932	1340	3151
933	1342	3149
934	1343	3148
935	1344	3146
936	1345	3144
937	1347	3143
938	1349	3142
939	1350	3140
940	1352	3139
941	1353	3137
942	1354	3136
943	1355	3134
944	1357	3132
945	1358	3130
946	1359	3128
947	1361	3127
948	1362	3125
949	1363	3123
950	1364	3121
951	1366	3119
952	1367	3118
953	1368	3116
954	1370	3115
955	1371	3113
956	1372	3111
957	1374	3109
958	1375	3108
959	1377	3107
960	1378	3106
961	1380	3104
962	1381	3102
963	1382	3101
964	1384	3100
965	1385	3098
966	1387	3096
967	1388	3095
968	1389	3093
969	1391	3091
970	1392	3090
971	1393	3089
972	1395	3087
973	1396	3086
974	1398	3084
975	1399	3082
976	1400	3080
977	1401	3079
978	1403	3077
979	1404	3075
980	1406	3074
981	1407	3073
982	1409	3071
983	1410	3070
984	1411	3068
985	1413	3067
986	1414	3065
987	1415	3063
988	1417	3062
989	1418	3060
990	1419	3058
991	1421	3057
992	1422	3055
993	1423	3054
994	1425	3052
995	1426	3050
996	1427	3049
997	1429	3047
998	1430	3045
999	1431	3043
1000	1432	3041
1001	1434	3040
1002	1435	3039
1003	1437	3038
1004	1439	3037
1005	1440	3035
1006	1441	3033
1007	1442	3031
1008	1444	3030
1009	1445	3028
1010	1446	3026
1011	1448	3025
1012	1449	3023
1013	1450	3021
1014	1452	3019
1015	1453	3018
1016	1454	3016
1017	1455	3014
1018	1457	3013
1019	1458	3011
1020	1459	3009
1021	1461	3008
1022	1462	3006
1023	1463	3004
1024	1465	3003
1025	1466	3001
1026	1467	2999
1027	1468	2997
1028	1470	2996
1029	1472	2995
1030	1473	2994
1031	1475	2992
1032	1476	2991
1033	1477	2989
1034	1479	2988
1035	1480	2986
1036	1481	2985
1037	1483	2983
1038	1484	2982
1039	1486	2980
1040	1487	2979
1041	1488	2977
1042	1490	2976
1043	1491	2974
1044	1492	2972
1045	1494	2971
1046	1495	2969
1047	1497	2968
1048	1498	2966
1049	1499	2964
1050	1500	2963
1051	1502	2961
1052	1503	2959
1053	1504	2957
1054	1505	2955
1055	1507	2954
1056	1508	2952
1057	1509	2950
1058	1510	2949
1059	1512	2947
1060	1513	2945
1061	1514	2943
1062	1516	2942
1063	1517	2941
1064	1518	2939
1065	1520	2937
1066	1521	2936
1067	1522	2934
1068	1524	2932
1069	1525	2930
1070	1526	2929
1071	1527	2927
1072	1529	2925
1073	1530	2923
1074	1531	2922
1075	1532	2920
1076	1534	2918
1077	1535	2917
1078	1536	2915
1079	1538	2914
1080	1539	2912
1081	1541	2911
1082	1542	2909
1083	1544	2908
1084	1545	2907
1085	1546	2905
1086	1548	2904
1087	1549	2902
1088	1550	2900
1089	1552	2899
1090	1553	2897
1091	1554	2895
1092	1555	2894
1093	1557	2892
1094	1558	2890
1095	1559	2888
1096	1561	2887
1097	1562	2885
1098	1563	2884
1099	1565	2882
1100	1566	2880
1101	1567	2878
1102	1568	2877
1103	1570	2875
1104	1571	2874
1105	1572	2872
1106	1573	2870
1107	1575	2868
1108	1576	2867
1109	1577	2865
1110	1578	2863
1111	1580	2862
1112	1581	2860
1113	1582	2858
1114	1584	2856
1115	1585	2855
1116	1586	2853
1117	1587	2851
1118	1589	2850
1119	1590	2848
1120	1592	2847
1121	1593	2846
1122	1595	2844
1123	1596	2843
1124	1598	2842
1125	1599	2841
1126	1600	2839
1127	1602	2837
1128	1603	2836
1129	1604	2834
1130	1606	2832
1131	1607	2831
1132	1608	2829
1133	1609	2828
1134	1611	2826
1135	1612	2824
1136	1613	2823
1137	1615	2821
1138	1616	2819
1139	1617	2818
1140	1619	2816
1141	1620	2815
1142	1621	2813
1143	1622	2811
1144	1624	2809
1145	1625	2808
1146	1626	2806
1147	1628	2805
1148	1629	2803
1149	1630	2801
1150	1632	2800
1151	1633	2798
1152	1634	2797
1153	1635	2795
1154	1637	2793
1155	1638	2792
1156	1639	2790
1157	1641	2789
1158	1642	2787
1159	1644	2786
1160	1645	2785
1161	1646	2783
1162	1648	2781
1163	1649	2780
1164	1650	2778
1165	1652	2777
1166	1653	2775
1167	1654	2774
1168	1656	2772
1169	1657	2771
1170	1658	2769
1171	1660	2767
1172	1661	2766
1173	1662	2764
1174	1664	2763
1175	1665	2761
1176	1666	2760
1177	1667	2758
1178	1669	2756
1179	1670	2754
1180	1671	2753
1181	1673	2751
1182	1674	2750
1183	1675	2748
1184	1676	2746
1185	1678	2745
1186	1679	2743
1187	1681	2742
1188	1682	2740
1189	1683	2739
1190	1684	2737
1191	1686	2735
1192	1687	2734
1193	1688	2732
1194	1690	2731
1195	1691	2730
1196	1693	2728
1197	1694	2727
1198	1696	2725
1199	1697	2724
1200	1698	2722
1201	1699	2721
1202	1701	2719
1203	1702	2718
1204	1704	2716
1205	1705	2715
1206	1706	2713
1207	1708	2712
1208	1710	2711
1209	1711	2710
1210	1712	2708
1211	1714	2707
1212	1715	2705
1213	1717	2704
1214	1718	2702
1215	1719	2701
1216	1720	2699
1217	1722	2698
1218	1723	2696
1219	1725	2695
1220	1726	2694
1221	1728	2692
1222	1729	2690
1223	1730	2689
1224	1732	2688
1225	1733	2686
1226	1734	2685
1227	1736	2683
1228	1737	2682
1229	1739	2680
1230	1740	2679
1231	1741	2677
1232	1742	2675
1233	1744	2674
1234	1745	2672
1235	1746	2671
1236	1747	2669
1237	1749	2667
1238	1750	2666
1239	1752	2664
1240	1753	2663
1241	1754	2661
1242	1756	2660
1243	1757	2659
1244	1759	2657
1245	1760	2655
1246	1761	2654
1247	1762	2652
1248	1763	2650
1249	1765	2649
1250	1766	2647
1251	1768	2646
1252	1769	2644
1253	1770	2643
1254	1772	2641
1255	1773	2640
1256	1774	2638
1257	1775	2637
1258	1777	2635
1259	1778	2634
1260	1780	2632
1261	1781	2631
1262	1782	2629
1263	1784	2628
1264	1785	2626
1265	1786	2625
1266	1788	2623
1267	1789	2622
1268	1790	2620
1269	1792	2619
1270	1793	2617
1271	1794	2616
1272	1796	2614
1273	1797	2613
1274	1798	2611
1275	1800	2610
1276	1801	2608
1277	1802	2606
1278	1804	2605
1279	1805	2604
1280	1807	2602
1281	1808	2601
1282	1809	2599
1283	1811	2598
1284	1812	2596
1285	1813	2594
1286	1814	2593
1287	1815	2591
1288	1817	2589
1289	1818	2588
1290	1819	2586
1291	1821	2585
1292	1822	2583
1293	1823	2581
1294	1824	2580
1295	1826	2579
1296	1827	2577
1297	1829	2575
1298	1830	2574
1299	1831	2572
1300	1832	2571
1301	1834	2569
1302	1835	2568
1303	1837	2566
1304	1838	2565
1305	1839	2563
1306	1840	2561
1307	1842	2560
1308	1843	2559
1309	1844	2557
1310	1846	2555
1311	1847	2554
1312	1849	2553
1313	1850	2551
1314	1851	2549
1315	1852	2548
1316	1854	2546
1317	1855	2545
1318	1856	2543
1319	1858	2542
1320	1859	2540
1321	1860	2539
1322	1862	2537
1323	1863	2536
1324	1864	2534
1325	1866	2533
1326	1867	2531
1327	1868	2530
1328	1870	2528
1329	1871	2526
1330	1872	2525
1331	1873	2523
1332	1875	2522
1333	1876	2520
1334	1877	2519
1335	1879	2517
1336	1880	2516
1337	1881	2514
1338	1883	2513
1339	1884	2511
1340	1885	2509
1341	1886	2508
1342	1888	2506
1343	1889	2505
1344	1890	2503
1345	1892	2502
1346	1893	2500
1347	1895	2499
1348	1896	2498
1349	1898	2496
1350	1899	2495
1351	1900	2493
1352	1902	2492
1353	1903	2491
1354	1905	2490
1355	1906	2488
1356	1908	2487
1357	1909	2486
1358	1910	2484
1359	1912	2482
1360	1913	2481
1361	1914	2479
1362	1915	2478
1363	1917	2476
1364	1918	2475
1365	1920	2474
1366	1921	2472
1367	1923	2471
1368	1924	2469
1369	1925	2468
1370	1926	2466
1371	1928	2464
1372	1929	2463
1373	1930	2461
1374	1932	2460
1375	1933	2458
1376	1934	2457
1377	1935	2455
1378	1937	2454
1379	1938	2452
1380	1940	2451
1381	1941	2450
1382	1943	2449
1383	1944	2447
1384	1945	2446
1385	1947	2444
1386	1948	2442
1387	1949	2441
1388	1951	2439
1389	1952	2438
1390	1953	2436
1391	1954	2435
1392	1956	2433
1393	1957	2432
1394	1958	2430
1395	1960	2429
1396	1961	2427
1397	1962	2426
1398	1964	2424
1399	1965	2423
1400	1967	2422
1401	1968	2420
1402	1969	2418
1403	1970	2417
1404	1972	2416
1405	1973	2414
1406	1975	2413
1407	1976	2411
1408	1977	2410
1409	1978	2408
1410	1980	2406
1411	1981	2405
1412	1982	2403
1413	1984	2402
1414	1985	2400
1415	1986	2399
1416	1988	2397
1417	1989	2396
1418	1990	2394
1419	1992	2393
1420	1993	2391
1421	1994	2390
1422	1996	2389
1423	1997	2387
1424	1998	2385
1425	2000	2384
1426	2001	2382
1427	2002	2381
1428	2004	2379
1429	2005	2378
1430	2006	2376
1431	2008	2375
1432	2009	2373
1433	2010	2372
1434	2011	2370
1435	2013	2369
1436	2014	2367
1437	2015	2366
1438	2017	2364
1439	2018	2363
1440	2020	2362
1441	2021	2360
1442	2022	2359
1443	2024	2357
1444	2025	2356
1445	2026	2354
1446	2028	2353
1447	2029	2351
1448	2030	2350
1449	2031	2348
1450	2033	2347
1451	2034	2345
1452	2035	2344
1453	2037	2342
1454	2038	2340
1455	2039	2339
1456	2041	2338
1457	2042	2336
1458	2043	2335
1459	2045	2333
1460	2046	2332
1461	2047	2330
1462	2049	2329
1463	2050	2327
1464	2051	2326
1465	2053	2324
1466	2054	2323
1467	2056	2322
1468	2057	2320
1469	2058	2319
1470	2060	2317
1471	2061	2316
1472	2062	2314
1473	2064	2313
1474	2065	2312
1475	2066	2310
1476	2068	2308
1477	2069	2307
1478	2071	2306
1479	2072	2305
1480	2073	2303
1481	2075	2301
1482	2076	2300
1483	2077	2298
1484	2078	2297
1485	2080	2295
1486	2081	2294
1487	2083	2293
1488	2084	2291
1489	2085	2290
1490	2086	2288
1491	2088	2286
1492	2089	2285
1493	2090	2283
1494	2092	2282
1495	2093	2281
1496	2094	2279
1497	2096	2277
1498	2097	2276
1499	2098	2275
1500	2100	2273
1501	2101	2272
1502	2102	2270
1503	2104	2269
1504	2105	2267
1505	2106	2266
1506	2107	2264
1507	2109	2263
1508	2110	2261
1509	2111	2259
1510	2112	2258
1511	2114	2256
1512	2115	2255
1513	2116	2253
1514	2118	2252
1515	2119	2251
1516	2121	2249
1517	2122	2248
1518	2123	2246
1519	2124	2245
1520	2126	2243
1521	2127	2242
1522	2129	2241
1523	2130	2239
1524	2131	2238
1525	2133	2236
1526	2134	2235
1527	2135	2233
1528	2136	2232
1529	2138	2230
1530	2139	2229
1531	2140	2227
1532	2142	2226
1533	2143	2224
1534	2145	2223
1535	2146	2222
1536	2148	2220
1537	2149	2219
1538	2150	2217
1539	2151	2216
1540	2153	2214
1541	2154	2213
1542	2156	2212
1543	2157	2210
1544	2159	2209
1545	2160	2207
1546	2161	2206
1547	2162	2204
1548	2164	2203
1549	2165	2201
1550	2166	2200
1551	2168	2198
1552	2169	2197
1553	2171	2196
1554	2172	2194
1555	2173	2193
1556	2175	2191
1557	2176	2190
1558	2177	2188
1559	2179	2187
1560	2180	2186
1561	2181	2184
1562	2183	2183
1563	2184	2181
1564	2185	2180
1565	2187	2179
1566	2188	2177
1567	2190	2176
1568	2191	2174
1569	2193	2173
1570	2194	2172
1571	2195	2170
1572	2197	2169
1573	2198	2167
1574	2199	2166
1575	2200	2164
1576	2202	2163
1577	2203	2161
1578	2205	2160
1579	2206	2158
1580	2207	2157
1581	2208	2155
1582	2210	2154
1583	2211	2152
1584	2212	2151
1585	2214	2149
1586	2215	2148
1587	2216	2147
1588	2218	2145
1589	2219	2144
1590	2221	2143
1591	2223	2142
1592	2224	2140
1593	2226	2139
1594	2227	2138
1595	2228	2136
1596	2230	2135
1597	2231	2133
1598	2232	2132
1599	2233	2130
1600	2235	2129
1601	2236	2127
1602	2238	2126
1603	2239	2125
1604	2240	2123
1605	2242	2122
1606	2243	2120
1607	2244	2119
1608	2246	2117
1609	2247	2116
1610	2248	2114
1611	2250	2113
1612	2251	2111
1613	2252	2110
1614	2253	2108
1615	2255	2107
1616	2256	2105
1617	2257	2104
1618	2259	2103
1619	2260	2101
1620	2262	2100
1621	2263	2099
1622	2265	2097
1623	2266	2096
1624	2267	2094
1625	2268	2092
1626	2270	2091
1627	2271	2089
1628	2272	2088
1629	2273	2086
1630	2275	2085
1631	2276	2083
1632	2277	2082
1633	2279	2081
1634	2280	2079
1635	2281	2078
1636	2283	2076
1637	2284	2075
1638	2285	2073
1639	2287	2072
1640	2288	2070
1641	2290	2069
1642	2291	2068
1643	2292	2066
1644	2294	2065
1645	2295	2064
1646	2296	2062
1647	2298	2061
1648	2299	2059
1649	2300	2058
1650	2302	2056
1651	2303	2055
1652	2304	2053
1653	2305	2052
1654	2307	2050
1655	2308	2049
1656	2309	2047
1657	2310	2046
1658	2312	2044
1659	2313	2043
1660	2315	2042
1661	2316	2040
1662	2318	2039
1663	2319	2037
1664	2320	2036
1665	2322	2034
1666	2323	2033
1667	2324	2031
1668	2325	2030
1669	2327	2028
1670	2328	2027
1671	2329	2026
1672	2331	2024
1673	2332	2023
1674	2333	2021
1675	2335	2020
1676	2336	2018
1677	2337	2017
1678	2339	2015
1679	2340	2014
1680	2341	2013
1681	2343	2011
1682	2344	2010
1683	2345	2008
1684	2347	2007
1685	2348	2005
1686	2349	2004
1687	2351	2002
1688	2352	2001
1689	2353	2000
1690	2355	1998
1691	2356	1997
1692	2357	1995
1693	2358	1993
1694	2360	1992
1695	2361	1991
1696	2362	1989
1697	2363	1988
1698	2365	1986
1699	2366	1985
1700	2368	1983
1701	2369	1982
1702	2370	1980
1703	2371	1979
1704	2373	1977
1705	2374	1976
1706	2375	1974
1707	2376	1973
1708	2378	1971
1709	2379	1970
1710	2380	1968
1711	2382	1967
1712	2383	1965
1713	2384	1964
1714	2386	1963
1715	2387	1961
1716	2388	1960
1717	2389	1958
1718	2391	1957
1719	2392	1955
1720	2393	1954
1721	2394	1952
1722	2396	1951
1723	2397	1949
1724	2398	1948
1725	2400	1946
1726	2401	1945
1727	2402	1943
1728	2404	1942
1729	2405	1940
1730	2406	1939
1731	2408	1938
1732	2409	1936
1733	2410	1935
1734	2412	1933
1735	2413	1932
1736	2414	1931
1737	2416	1929
