iter	Logloss
0	0.5943336117
1	0.5487302336
2	0.5109222333
3	0.4916890071
4	0.4792485065
5	0.4516889652
6	0.4405715642
7	0.4266589364
8	0.4186520687
9	0.4098637963
10	0.4030569684
11	0.3973007997
12	0.3869776952
13	0.3825525768
14	0.3720704268
15	0.3654659827
16	0.3610386147
17	0.3522340845
18	0.3452827719
19	0.3322037595
20	0.3245940498
21	0.3191758194
22	0.3088367409
23	0.2964267249
24	0.2879464365
25	0.2802817485
26	0.2731374882
27	0.2668648253
28	0.2527722094
29	0.2401643838
30	0.2234470815
31	0.2112446597
32	0.1992890365
33	0.1943072965
34	0.1897999869
35	0.1819378048
36	0.1776525441
37	0.1721415705
38	0.1671453706
39	0.1618806196
40	0.1544648197
41	0.1496187335
42	0.1453231234
43	0.1387670185
44	0.1345183902
45	0.1289747104
46	0.1197440212
47	0.1156621501
48	0.1112025788
49	0.1078001171
50	0.1044552077
51	0.1007820231
52	0.09342324009
53	0.09118905787
54	0.08757722813
55	0.08415412033
56	0.08241584933
57	0.07895921501
58	0.07649578201
59	0.07318509292
60	0.07161255707
61	0.06908888654
62	0.067523487
63	0.06536455746
64	0.06365322313
65	0.06114962559
66	0.06018697026
67	0.05854562831
68	0.05767349257
69	0.05649797122
70	0.05390177736
71	0.05242987097
72	0.05074507361
73	0.04927538897
74	0.04844373276
75	0.04725698601
76	0.04662444992
77	0.04510215251
78	0.04464400482
79	0.04338131972
80	0.04291703869
81	0.04165757079
82	0.04093994885
83	0.03991777357
84	0.0394128825
85	0.03871203513
86	0.03784415438
87	0.03748086711
88	0.0364331387
89	0.03535948937
90	0.03488911097
91	0.03409376748
92	0.03382124112
93	0.03315556136
94	0.03225417555
95	0.03198132318
96	0.03135157734
97	0.03031477847
98	0.02968715751
99	0.02855783193
100	0.02787643395
101	0.02733848159
102	0.02706582587
103	0.02668344075
104	0.02638472606
105	0.02581987474
106	0.0254348792
107	0.02497510144
108	0.02450686244
109	0.02424310768
110	0.02403987643
111	0.02348499112
112	0.02302951882
113	0.02247183862
114	0.02208291585
115	0.02196314387
116	0.02188531152
117	0.02147722012
118	0.02139117944
119	0.02129434901
120	0.02086495193
121	0.02056226475
122	0.02026242931
123	0.02009543421
124	0.01997092402
125	0.01991825846
126	0.01980184523
127	0.01951471384
128	0.01917367782
129	0.01893999861
130	0.01867771149
131	0.01840527968
132	0.01817162716
133	0.01793294057
134	0.01781341687
135	0.01750720736
136	0.01743089718
137	0.0173256113
138	0.01720046185
139	0.01709129631
140	0.01676902864
141	0.01653320772
142	0.01630908497
143	0.01621341473
144	0.01614593357
145	0.01600497424
146	0.01585028061
147	0.01562814063
148	0.01555395242
149	0.01542433509
150	0.01522806729
151	0.01513703316
152	0.01489449127
153	0.01471577944
154	0.0145039512
155	0.01440583876
156	0.0143726632
157	0.01419453029
158	0.01405882893
159	0.01383466442
160	0.01376581308
161	0.01367257923
162	0.01354887538
163	0.01346832006
164	0.01339475836
165	0.01319975284
166	0.01307757928
167	0.01298611704
168	0.01293522076
169	0.01280523217
170	0.01260088946
171	0.01248568746
172	0.01240853034
173	0.01240845492
174	0.01239603395
175	0.01229748645
176	0.0121559215
177	0.01199445353
178	0.0119056458
179	0.01186086256
180	0.01174345504
181	0.01174231109
182	0.01164983021
183	0.01158061805
184	0.01155426902
185	0.01143333106
186	0.01133645654
187	0.01121769044
188	0.01112668068
189	0.01106166376
190	0.01100710593
191	0.01095235783
192	0.01093007758
193	0.01083270303
194	0.01082159539
195	0.01082154086
196	0.01077393952
197	0.01057997701
198	0.0105287292
199	0.01044312939
200	0.0103495208
201	0.01029051133
202	0.01029022013
203	0.01028257797
204	0.01027730144
205	0.01024657154
206	0.01024632674
207	0.01022998434
208	0.01017008849
209	0.01011810512
210	0.01009143936
211	0.01001667338
212	0.009921995103
213	0.009867611303
214	0.009837941822
215	0.009796469751
216	0.00971637097
217	0.009611640823
218	0.009611505081
219	0.009588759601
220	0.00952330587
221	0.009467223555
222	0.009467229356
223	0.009438014088
224	0.009391926791
225	0.009348398288
226	0.009323109095
227	0.009323121277
228	0.009264233629
229	0.00924557897
230	0.009215736621
231	0.009188974571
232	0.009137653086
233	0.009070288526
234	0.009070280405
235	0.009070232257
236	0.009070162646
237	0.009021390094
238	0.008968686245
239	0.008898646872
240	0.008864917894
241	0.008849022162
242	0.008848972854
243	0.008818526628
244	0.008769817886
245	0.008769760457
246	0.008743684657
247	0.008711881011
248	0.00871193322
249	0.008647824726
250	0.008621422334
251	0.00857807946
252	0.008553553092
253	0.008541381562
254	0.008541256842
255	0.008525667399
256	0.008473830211
257	0.008473764661
258	0.008473747258
259	0.008464791189
260	0.008437980411
261	0.008438032619
262	0.008390286833
263	0.008389827399
264	0.008389425394
265	0.008381976408
266	0.008376131963
267	0.008345447898
268	0.008330364877
269	0.008330366037
270	0.008288945015
271	0.008207776541
272	0.008173623514
273	0.008110491319
274	0.008110465795
275	0.008067346837
276	0.008025693197
277	0.008025674054
278	0.008025671734
279	0.008025389228
280	0.00802540141
281	0.007994215564
282	0.007958853042
283	0.007958811275
284	0.007913519866
285	0.007863493731
286	0.007863505913
287	0.007832297443
288	0.007799580149
289	0.007759340198
290	0.00773252884
291	0.007732418042
292	0.007732082747
293	0.007731993413
294	0.007728911374
295	0.007717220163
296	0.007689793905
297	0.007676145456
298	0.007655532981
299	0.007655542842
300	0.007655487153
301	0.007655450027
302	0.007624249099
303	0.007613358416
304	0.007604130283
305	0.007604055451
306	0.007596317579
307	0.007570849138
308	0.007570849138
309	0.007561814176
310	0.007523120175
311	0.007498821783
312	0.007449157047
313	0.007413894301
314	0.007369005477
315	0.007333582045
316	0.007333588426
317	0.007306144765
318	0.007306099518
319	0.007305849498
320	0.007305817592
321	0.007305759583
